#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
MMU-199991	Membrane Trafficking	4	187	1.67	3.30e-06	10090.ENSMUSP00000025239,10090.ENSMUSP00000026405,10090.ENSMUSP00000056888,10090.ENSMUSP00000099368	Bin1,Bloc1s1,Ubqln2,Cttn
